"","authorID","title","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent_agree","instr1RT_First.Click","instr1RT_Last.Click","instr1RT_Page.Submit","instr1RT_Click.Count","instr5RT_First.Click","instr5RT_Last.Click","instr5RT_Page.Submit","instr5RT_Click.Count","gender","language","age","ethn","edu","ses","belief","unclear","comments","arr","tN","looplist","subN","trialN","authorN","t","authorNtoMatch","careCommAccurately","immoralBehavior","Q33_Click.Count","Q33_First.Click","Q33_Last.Click","Q33_Page.Submit","Q34_Click.Count","Q34_First.Click","Q34_Last.Click","Q34_Page.Submit","Q362_Click.Count","Q362_First.Click","Q362_Last.Click","Q362_Page.Submit","Q363_DO","tyringAppearMoral","narrN","bestLen","neutralLen","worstLen","wordLength","repDiff"
"1423",76,"So this is college","4/19/21 20:14","4/19/21 20:31","IP Address",100,987,TRUE,"4/19/21 20:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.922,0,0,0,14.673,0,"Female","Yes",47,"White","Master’s degree (e.g. MA, MS, MEd)",5,4,"I found this very clear.","I wanted to say I found it difficult to say that anyone was morally good or bad. In life we can make good or bad choices. Do I put in a lot of neutrals, but I took this survey very seriously, and, actually sympathized a lot.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",153,5,46,"Original",46,42,50,8,1.62,17.237,18.317,1,20.884,20.884,26.683,1,20.884,20.884,26.683,"&nbsp;",50,"76_Original",183,117,422,117,0
"1424",76,"So this is college","4/19/21 21:23","4/19/21 21:33","IP Address",100,585,TRUE,"4/19/21 21:33",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.853,0,0,0,8.66,0,"20","Yes",20,"Black or African American","High school degree or equivalent (e.g. GED)",7,0,"Nothing was unclear!","Nope!","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",201,5,46,"Worst",46,100,43,4,1.903,5.846,7.555,0,0,0,54.416,0,0,0,54.416,"&nbsp;",24,"76_Worst",183,117,422,422,-19
"1425",76,"So this is college","4/19/21 18:30","4/19/21 18:41","IP Address",100,655,TRUE,"4/19/21 18:41",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.988,0,0,0,11.816,0,"male","Yes",64,"White","Some college, no degree",3,4,"none","none","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",104,6,46,"Best",46,73,53,3,3.934,9.663,10.842,0,0,0,32.091,0,0,0,32.091,"&nbsp;",63,"76_Best",183,117,422,183,10
"1426",76,"So this is college","4/19/21 18:07","4/19/21 18:27","IP Address",100,1186,TRUE,"4/19/21 18:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,16.734,0,0,0,36.06,0,"male","Yes",70,"White","High school degree or equivalent (e.g. GED)",4,4,"none","thank you for letting me be a part of your survey. have a very wonderful and blessed day. :-)","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",53,8,46,"Original",46,72,70,3,8.16,15.472,17.492,0,0,0,41.598,0,0,0,41.598,"&nbsp;",72,"76_Original",183,117,422,117,2
"1427",76,"So this is college","4/19/21 18:15","4/19/21 18:27","IP Address",100,715,TRUE,"4/19/21 18:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.82,0,0,0,10.579,0,"Female","Yes",62,"White","Professional degree (e.g. MD, DDS, DVM)",7,4,"No problems","No","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",55,8,46,"Best",46,50,32,3,6.324,20.016,21.206,0,0,0,22.95,0,0,0,22.95,"&nbsp;",70,"76_Best",183,117,422,183,38
"1428",76,"So this is college","4/19/21 18:23","4/19/21 18:34","IP Address",100,681,TRUE,"4/19/21 18:34",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.891,0,0,0,8.095,0,"Male","Yes",32,"Black or African American","Associate degree (e.g. AA, AS)",5,3,"It was clear","No","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",87,8,46,"Best",46,60,77,4,1.41,5.973,6.853,0,0,0,33.653,0,0,0,33.652,"&nbsp;",66,"76_Best",183,117,422,183,-11
"1429",76,"So this is college","4/19/21 22:58","4/19/21 23:09","IP Address",100,647,TRUE,"4/19/21 23:09",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.657,0,0,0,7.955,0,"Male","Yes",25,"White,Hispanic, Latinx, or Spanish origin","High school degree or equivalent (e.g. GED)",4,4,"N/A","Surveys rule!","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",267,8,46,"Worst",46,81,22,6,1.665,8.011,8.76,0,0,0,58.539,0,0,0,58.539,"&nbsp;",35,"76_Worst",183,117,422,422,13
"1430",76,"So this is college","4/19/21 21:34","4/19/21 22:04","IP Address",100,1841,TRUE,"4/19/21 22:04",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.72,0,32.592,38.604,42.172,2,"female","Yes",51,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"999","Best of luck with your research.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",234,9,46,"Worst",46,84,57,7,3.599,21.895,22.596,14,15.384,117.46,131.378,14,15.384,117.459,131.377,"&nbsp;",52,"76_Worst",183,117,422,422,-5
"1431",76,"So this is college","4/19/21 18:06","4/19/21 18:21","IP Address",100,889,TRUE,"4/19/21 18:21",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",10.574,10.574,30.877,1,14.49,14.49,22.996,1,"male","Yes",78,"White","Some college, no degree",4,4,"Nothing was unclear at all.","No, but thank you!","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",21,10,46,"Original",46,68,45,3,3.06,13.412,14.394,1,3.28,3.28,47.215,1,3.279,3.279,47.214,"&nbsp;",47,"76_Original",183,117,422,117,2
"1432",76,"So this is college","4/19/21 19:07","4/19/21 19:13","IP Address",100,381,TRUE,"4/19/21 19:13",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.045,0,0,0,2.153,0,"Female","Yes",21,"White","Some college, no degree",3,4,"N/A","N/A","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",132,10,46,"Best",46,64,82,4,0.829,4.801,5.769,0,0,0,11.214,0,0,0,11.214,"&nbsp;",82,"76_Best",183,117,422,183,0
"1433",76,"So this is college","4/19/21 21:25","4/19/21 21:45","IP Address",100,1174,TRUE,"4/19/21 21:45",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.198,0,0,0,2.747,0,"Female","Yes",35,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"n/a","n/a","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",213,10,46,"Best",46,37,51,4,0.744,4.099,4.597,0,0,0,258.916,0,0,0,258.916,"&nbsp;",51,"76_Best",183,117,422,183,0
"1434",76,"So this is college","4/19/21 21:39","4/19/21 22:14","IP Address",100,2098,TRUE,"4/19/21 22:14",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,18.482,0,8.401,8.401,10.818,1,"male","Yes",26,"Black or African American","High school degree or equivalent (e.g. GED)",2,4,"none","none","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",243,10,46,"Original",46,100,51,3,2.901,10.693,11.525,0,0,0,176.398,0,0,0,176.398,"&nbsp;",56,"76_Original",183,117,422,117,5
"1435",76,"So this is college","4/21/21 21:10","4/21/21 21:16","IP Address",100,362,TRUE,"4/21/21 21:16",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.608,0,0,0,2.868,0,"Female","Yes",20,"Asian","Some college, no degree",6,4,"N/A","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",297,10,46,"Best",46,66,49,4,1.531,8.114,8.794,0,0,0,16.996,0,0,0,16.997,"&nbsp;",63,"76_Best",183,117,422,183,14
"1436",76,"So this is college","4/21/21 22:08","4/22/21 6:20","IP Address",100,29535,TRUE,"4/22/21 6:20",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.101,0,0,0,5.93,0,"Male","Yes",28,"Black or African American","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything went well","No","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",301,11,46,"Best",46,52,52,5,0.813,3.608,4.332,2,20.526,25.131,235.205,2,20.526,25.131,235.205,"&nbsp;",52,"76_Best",183,117,422,183,0
"1437",76,"So this is college","4/19/21 18:07","4/19/21 18:16","IP Address",100,564,TRUE,"4/19/21 18:16",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.717,0,0,0,7.614,0,"female","Yes",60,"White","Some college, no degree",5,3,"999","999","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",3,12,46,"Original",46,70,70,4,2.57,9.179,9.802,0,0,0,18.503,0,0,0,18.504,"&nbsp;",49,"76_Original",183,117,422,117,-21
"1438",76,"So this is college","4/19/21 18:04","4/19/21 18:23","IP Address",100,1101,TRUE,"4/19/21 18:23",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.568,0,0,0,21.246,0,"Male","Yes",69,"White","Master’s degree (e.g. MA, MS, MEd)",6,4,"Nothing was unclear.","Interesting ""real life"" stories!","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",33,12,46,"Worst",46,80,7,5,2.257,14.974,16.192,0,0,0,134.235,0,0,0,134.234,"&nbsp;",19,"76_Worst",183,117,422,422,12
"1439",76,"So this is college","4/19/21 18:07","4/19/21 18:29","IP Address",100,1323,TRUE,"4/19/21 18:29",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,15.976,0,0,0,20.001,0,"Female","Yes",64,"White","High school degree or equivalent (e.g. GED)",5,4,"None","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",62,12,46,"Best",46,91,47,7,2.526,26.659,27.914,0,0,0,53.431,0,0,0,53.43,"&nbsp;",65,"76_Best",183,117,422,183,18
"1440",76,"So this is college","4/19/21 18:10","4/19/21 18:32","IP Address",100,1313,TRUE,"4/19/21 18:32",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.017,0,0,0,16.842,0,"male","Yes",71,"White","Professional degree (e.g. MD, DDS, DVM)",8,4,"No everything was clear","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",75,12,46,"Worst",46,23,51,3,4.555,11.771,25.188,0,0,0,114.93,0,0,0,114.93,"&nbsp;",31,"76_Worst",183,117,422,422,-20
"1441",76,"So this is college","4/19/21 18:21","4/19/21 18:35","IP Address",100,851,TRUE,"4/19/21 18:35",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,27.195,0,0,0,18.23,0,"female","Yes",61,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",88,12,46,"Worst",46,5,31,3,2.223,5.728,6.394,1,73.8,73.8,77.15,1,73.8,73.8,77.151,"&nbsp;",0,"76_Worst",183,117,422,422,-31
"1442",76,"So this is college","4/19/21 18:19","4/19/21 18:35","IP Address",100,976,TRUE,"4/19/21 18:35",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.097,0,0,0,10.293,0,"Male","Yes",30,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"ALL CLEAR","No please","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",93,12,46,"Best",46,100,65,4,2.025,5.401,5.88,1,48.182,48.182,48.544,1,48.182,48.182,48.544,"&nbsp;",67,"76_Best",183,117,422,183,2
"1443",76,"So this is college","4/19/21 18:26","4/19/21 18:42","IP Address",100,939,TRUE,"4/19/21 18:42",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.193,0,0,0,10.842,0,"Male","Yes",38,"White,Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",5,4,"I felt that everything was clear.","None.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",111,12,46,"Worst",46,90,55,4,2.012,8.951,10.29,0,0,0,107.213,0,0,0,107.214,"&nbsp;",65,"76_Worst",183,117,422,422,10
"1444",77,"K.A. Job Performance","4/19/21 18:09","4/19/21 18:17","IP Address",100,467,TRUE,"4/19/21 18:17",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.448,0,0,0,3.747,0,"Male","Yes",34,"White","High school degree or equivalent (e.g. GED)",2,4,"everything was clear","no","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",8,1,47,"Best",47,30,56,3,4.01,7.755,8.272,0,0,0,17.518,0,0,0,17.518,"&nbsp;",77,"77_Best",172,97,145,172,21
"1445",77,"K.A. Job Performance","4/19/21 21:32","4/19/21 21:52","IP Address",100,1162,TRUE,"4/19/21 21:52",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.107,0,0,0,16.275,0,"F","Yes",54,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"All good.","Questions made me think about my answers seriously","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",219,1,47,"Best",47,73,64,6,3.81,16.055,17.136,0,0,0,58.08,0,0,0,58.08,"&nbsp;",72,"77_Best",172,97,145,172,8
"1446",77,"K.A. Job Performance","4/19/21 22:35","4/19/21 22:45","IP Address",100,605,TRUE,"4/19/21 22:45",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.199,0,0,0,3.135,0,"male","Yes",23,"White","Bachelor’s degree (e.g. BA, BS)",7,3,"999","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",258,1,47,"Best",47,92,77,6,4.713,14.427,14.955,0,0,0,47.935,0,0,0,47.936,"&nbsp;",65,"77_Best",172,97,145,172,-12
"1447",77,"K.A. Job Performance","4/19/21 18:07","4/19/21 18:21","IP Address",100,839,TRUE,"4/19/21 18:21",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.027,0,0,0,19.5,0,"female","Yes",67,"White","Master’s degree (e.g. MA, MS, MEd)",6,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",20,2,47,"Worst",47,100,38,3,6.085,20.04,21.021,0,0,0,44.011,0,0,0,44.011,"&nbsp;",50,"77_Worst",172,97,145,145,12
"1448",77,"K.A. Job Performance","4/19/21 18:03","4/19/21 18:13","IP Address",100,638,TRUE,"4/19/21 18:13",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.1,0,0,0,6.347,0,"male","Yes",71,"White","Some college, no degree",3,4,"no","good study thanks","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",1,3,47,"Worst",47,63,25,3,1.715,6.388,7.834,0,0,0,31.17,0,0,0,31.17,"&nbsp;",31,"77_Worst",172,97,145,145,6
"1449",77,"K.A. Job Performance","4/19/21 18:18","4/19/21 18:41","IP Address",100,1374,TRUE,"4/19/21 18:41",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.241,0,0,0,18.444,0,"female","Yes",69,"White","Some college, no degree",3,3,"na","There were a lot of misspelled words, etc. I don't know if that was on purpose or just overlooked. If it was overlooked, there were quite a few.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",105,3,47,"Best",47,43,22,3,6.062,18.862,20.634,0,0,0,68.398,0,0,0,68.398,"&nbsp;",84,"77_Best",172,97,145,172,62
"1450",77,"K.A. Job Performance","4/19/21 18:15","4/19/21 18:30","IP Address",100,873,TRUE,"4/19/21 18:30",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.429,0,0,0,13.911,0,"female","Yes",73,"White","Bachelor’s degree (e.g. BA, BS)",8,4,"All was clear.","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",68,4,47,"Worst",47,67,55,4,4.42,15.713,16.851,0,0,0,23.243,0,0,0,23.243,"&nbsp;",82,"77_Worst",172,97,145,145,27
"1451",77,"K.A. Job Performance","4/19/21 18:21","4/19/21 18:35","IP Address",100,851,TRUE,"4/19/21 18:35",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,27.195,0,0,0,18.23,0,"female","Yes",61,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",88,4,47,"Best",47,90,51,3,1.55,4.167,4.824,0,0,0,58.444,0,0,0,58.444,"&nbsp;",51,"77_Best",172,97,145,172,0
"1452",77,"K.A. Job Performance","4/19/21 21:58","4/19/21 22:13","IP Address",100,896,TRUE,"4/19/21 22:13",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.543,0,0,0,9.475,0,"female","Yes",47,"White","Doctorate (e.g. PhD, EdD)",4,4,"I doubt that these stories are real, not because you didn't say they were real but because they seemed to perfectly crafted.","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",239,4,47,"Worst",47,66,51,5,3.532,7.543,7.906,0,0,0,17.307,0,0,0,17.306,"&nbsp;",51,"77_Worst",172,97,145,145,0
"1453",77,"K.A. Job Performance","4/19/21 22:29","4/19/21 22:50","IP Address",100,1258,TRUE,"4/19/21 22:50",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,11.052,0,0,0,29.119,0,"Male","Yes",31,"Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",3,4,"Everything was clear in this study.","I have no further remarks or comments thank you!","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",262,4,47,"Worst",47,23,18,7,1.611,8.929,9.747,0,0,0,61.374,0,0,0,61.373,"&nbsp;",49,"77_Worst",172,97,145,145,31
"1454",77,"K.A. Job Performance","4/19/21 20:49","4/19/21 21:05","IP Address",100,950,TRUE,"4/19/21 21:05",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.986,0,0,0,4.801,0,"F","Yes",33,"Black or African American","Bachelor’s degree (e.g. BA, BS)",7,2,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",180,5,47,"Worst",47,100,37,6,7.473,23.481,24.168,0,0,0,23.816,0,0,0,23.816,"&nbsp;",44,"77_Worst",172,97,145,145,7
"1455",77,"K.A. Job Performance","4/19/21 21:59","4/19/21 22:12","IP Address",100,782,TRUE,"4/19/21 22:12",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.929,0,0,0,20.079,0,"Female","Yes",40,"Black or African American","Master’s degree (e.g. MA, MS, MEd)",4,3,"Was the person trying to come off as being morally good or bad was tricky to determine.","None.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",238,5,47,"Original",47,100,21,5,5.581,10.814,11.528,0,0,0,25.559,0,0,0,25.558,"&nbsp;",58,"77_Original",172,97,145,97,37
"1456",77,"K.A. Job Performance","4/19/21 22:52","4/19/21 23:05","IP Address",100,804,TRUE,"4/19/21 23:05",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.502,0,0,0,1.725,0,"male","Yes",35,"Asian","Bachelor’s degree (e.g. BA, BS)",7,4,"999","one of the 'stories' was only one sentence long","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",266,5,47,"Worst",47,100,0,3,1.632,4.17,4.821,0,0,0,14.6,0,0,0,14.6,"&nbsp;",67,"77_Worst",172,97,145,145,67
"1457",77,"K.A. Job Performance","4/19/21 18:03","4/19/21 18:18","IP Address",100,875,TRUE,"4/19/21 18:18",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.408,0,0,0,15.086,0,"Male","Yes",70,"White","Some college, no degree",6,4,"No all was clear","Interesting -- thanks for the chance to think about these issues.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",10,6,47,"Best",47,56,57,3,2.794,10.782,12.264,0,0,0,44.601,0,0,0,44.601,"&nbsp;",77,"77_Best",172,97,145,172,20
"1458",77,"K.A. Job Performance","4/19/21 20:02","4/19/21 20:27","IP Address",100,1542,TRUE,"4/19/21 20:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",4.185,4.185,4.733,1,0,0,29.517,0,"Male","Yes",21,"Asian","High school degree or equivalent (e.g. GED)",5,4,"None","Thank you for having me!","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",151,6,47,"Best",47,68,55,6,0.414,5.266,5.683,0,0,0,13.362,0,0,0,13.362,"&nbsp;",63,"77_Best",172,97,145,172,8
"1459",77,"K.A. Job Performance","4/19/21 20:50","4/19/21 20:58","IP Address",100,464,TRUE,"4/19/21 20:58",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.507,0,0,0,7.721,0,"female","Yes",51,"White","Professional degree (e.g. MD, DDS, DVM)",7,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",173,6,47,"Worst",47,64,52,3,2.557,8.014,9.541,0,0,0,15.985,0,0,0,15.985,"&nbsp;",60,"77_Worst",172,97,145,145,8
"1460",77,"K.A. Job Performance","4/19/21 21:40","4/19/21 21:53","IP Address",100,793,TRUE,"4/19/21 21:53",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.788,0,0,0,25.65,0,"female","Yes",40,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"na","na","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",223,6,47,"Worst",47,68,42,4,5.86,12.501,13.234,0,0,0,44.925,0,0,0,44.925,"&nbsp;",22,"77_Worst",172,97,145,145,-20
"1461",77,"K.A. Job Performance","4/19/21 21:31","4/19/21 22:14","IP Address",100,2573,TRUE,"4/19/21 22:14",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.552,0,0,0,33.776,0,"Female","Yes",38,"Hispanic, Latinx, or Spanish origin","High school degree or equivalent (e.g. GED)",5,4,"All was clear","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",242,6,47,"Worst",47,85,18,4,5.964,25.631,26.504,3,29.67,74.561,95.389,3,29.67,74.561,95.389,"&nbsp;",39,"77_Worst",172,97,145,145,21
"1462",77,"K.A. Job Performance","4/19/21 21:07","4/19/21 21:22","IP Address",100,888,TRUE,"4/19/21 21:22",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.291,0,0,0,1.622,0,"Male","Yes",28,"Black or African American","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything was clear","No remarks","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",191,7,47,"Best",47,51,51,4,4.458,6.396,7.269,1,70.651,70.651,71.394,1,70.651,70.651,71.394,"&nbsp;",51,"77_Best",172,97,145,172,0
"1463",77,"K.A. Job Performance","4/19/21 18:11","4/19/21 18:22","IP Address",100,644,TRUE,"4/19/21 18:22",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.048,0,4.393,4.393,27.842,1,"male","Yes",70,"White","Some college, no degree",7,4,"very clear","no","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",28,8,47,"Worst",47,40,32,5,2.627,8.775,10.395,2,2.904,5.528,25.473,2,2.904,5.528,25.473,"&nbsp;",35,"77_Worst",172,97,145,145,3
"1464",77,"K.A. Job Performance","4/19/21 20:30","4/19/21 20:43","IP Address",100,781,TRUE,"4/19/21 20:43",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.484,0,0,0,17.376,0,"34","Yes",34,"Hispanic, Latinx, or Spanish origin","High school degree or equivalent (e.g. GED)",3,4,"n/a","Some of these weren't stories.  I don't consider ""One time, I didn't give my friend special treatment on a project I was the heading"" to be a story.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",161,8,47,"Worst",47,36,32,6,2.345,8.902,9.859,0,0,0,38.657,0,0,0,38.658,"&nbsp;",64,"77_Worst",172,97,145,145,32
"1465",77,"K.A. Job Performance","4/19/21 20:21","4/19/21 20:37","IP Address",100,960,TRUE,"4/19/21 20:37",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.873,0,0,0,7.899,0,"female","Yes",24,"White","High school degree or equivalent (e.g. GED)",5,4,"999","no","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",155,9,47,"Worst",47,84,40,5,4.852,13.215,14.708,0,0,0,32.708,0,0,0,32.707,"&nbsp;",31,"77_Worst",172,97,145,145,-9
"1466",77,"K.A. Job Performance","4/19/21 18:09","4/19/21 18:19","IP Address",100,588,TRUE,"4/19/21 18:19",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.658,0,0,0,5.415,0,"male","Yes",31,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"999","no","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",13,10,47,"Best",47,78,58,3,1.744,3.784,4.773,0,0,0,13.456,0,0,0,13.455,"&nbsp;",69,"77_Best",172,97,145,172,11
"1467",77,"K.A. Job Performance","4/19/21 20:42","4/19/21 20:49","IP Address",100,425,TRUE,"4/19/21 20:49",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.791,0,0,0,4.67,0,"45","Yes",45,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"none","no","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",169,10,47,"Original",47,58,54,5,2.074,7.264,8.226,0,0,0,11.55,0,0,0,11.55,"&nbsp;",77,"77_Original",172,97,145,97,23
